date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2008-11-25 00:00:00,2.38017,2.47166,2883,8253,14556,1320,588916
2008-12-02 00:00:00,3.4468099999999997,3.71969,3713,13114,21350,1358,573972
2008-12-09 00:00:00,4.05315,3.94975,4087,13407,22561,1367,571201
2008-12-16 00:00:00,4.26621,4.08756,4445,15326,26091,1380,638302
2008-12-23 00:00:00,4.21579,4.0189699999999995,4462,14152,24454,1313,608464
2008-12-30 00:00:00,4.8861,4.603619999999999,4974,16291,27919,1331,606458
2009-01-06 00:00:00,6.06923,5.66087,9302,27406,48420,2056,855346
2009-01-13 00:00:00,7.09467,6.81522,11527,32585,58196,2134,853912
2009-01-20 00:00:00,7.7151,7.6188899999999995,13187,39364,69068,2162,906536
2009-01-27 00:00:00,7.55134,7.3883600000000005,13174,36860,66411,2167,898860
2009-02-03 00:00:00,6.6711800000000006,6.33927,12161,30860,57017,2197,899425
2009-02-10 00:00:00,5.20633,4.94349,10151,21112,42729,2191,864348
2009-02-17 00:00:00,4.04477,3.80996,8979,14652,32520,2157,853552
2009-02-24 00:00:00,3.4972199999999996,3.44106,7716,8237,22508,2146,654101
2009-03-03 00:00:00,2.69023,2.6677299999999997,7195,7988,21730,2122,814550
2009-03-10 00:00:00,2.47119,2.4718299999999997,6490,7218,19325,2093,781811
2009-03-17 00:00:00,2.44773,2.345,6275,5785,17081,2014,728401
2009-03-24 00:00:00,2.64594,2.71435,6078,4127,14575,1934,536961
2009-03-31 00:00:00,2.61567,2.67667,6598,3726,15613,1937,583299
2009-04-07 00:00:00,1.9071200000000001,1.9828400000000002,4998,3961,14299,1996,721138
2009-04-14 00:00:00,1.8673799999999998,1.82749,4877,4614,14088,2016,770895
2009-04-21 00:00:00,1.8807200000000002,1.9260599999999999,5399,5079,14757,2053,766177
2009-04-28 00:00:00,1.96908,1.92495,5333,5655,15122,2026,785580
2009-05-05 00:00:00,2.11387,2.0887700000000002,5816,6142,16037,1996,767773
2009-05-12 00:00:00,2.09695,2.0343400000000003,5496,5577,15381,1977,756068
2009-05-19 00:00:00,1.90294,1.97649,5388,5536,15065,1954,762208
2009-05-26 00:00:00,1.9695099999999999,1.9936200000000002,5040,6207,16087,1990,806925
2009-06-02 00:00:00,1.9233099999999999,1.8538299999999999,4281,5685,14486,1953,781411
2009-06-09 00:00:00,1.8965900000000002,1.8673,4612,5270,14354,1946,768702
2009-06-16 00:00:00,1.7518099999999999,1.69987,4063,4466,12601,1933,741293
2009-06-23 00:00:00,1.5263200000000001,1.4974100000000001,3625,4108,11191,1917,747358
2009-06-30 00:00:00,1.4957200000000002,1.45112,3408,3733,10359,1875,713863
2009-07-07 00:00:00,1.2231299999999998,1.20715,3090,2933,8813,1850,730068
2009-07-14 00:00:00,1.17754,1.17415,3117,3110,8801,1831,749563
2009-07-21 00:00:00,1.09112,1.1620700000000002,2921,3044,8362,1765,719580
2009-07-28 00:00:00,1.11958,1.17213,3081,2972,8440,1755,720054
2009-08-04 00:00:00,1.08169,1.12168,2781,2901,7914,1710,705551
2009-08-11 00:00:00,1.12497,1.14981,2851,2645,7697,1664,669414
2009-08-18 00:00:00,1.06197,1.1332799999999998,2816,2553,7603,1624,670887
2009-08-25 00:00:00,1.08909,1.08171,2636,2188,6853,1497,633532
2009-09-01 00:00:00,1.1776,1.19959,2413,2172,6595,1421,549773
2009-09-08 00:00:00,0.97493,0.952808,2147,1831,5755,1435,604004
2009-09-15 00:00:00,0.987132,0.916032,1975,1784,5316,1405,580329
2009-09-22 00:00:00,0.995991,0.926582,2027,1779,5334,1384,575664
2009-09-29 00:00:00,0.904726,0.8696200000000001,1754,1541,4718,1347,542536
2009-10-06 00:00:00,0.9419270000000001,0.903133,1753,1566,4691,1353,519414
2009-10-13 00:00:00,0.880415,0.773776,1458,1450,4234,1284,547187
2009-10-20 00:00:00,0.842615,0.7427739999999999,1323,1335,3950,1265,531790
2009-10-27 00:00:00,0.858382,0.730934,1290,1279,3850,1250,526723
2009-11-03 00:00:00,0.83383,0.786882,1381,1357,4077,1241,518121
2009-11-10 00:00:00,0.8474370000000001,0.763051,1378,1307,4008,1212,525260
2009-11-17 00:00:00,0.888273,0.841043,1485,1592,4518,1225,537190
2009-11-24 00:00:00,0.765372,0.791573,1520,1592,4420,1235,558382
2009-12-01 00:00:00,0.91858,0.912732,1564,1866,5007,1170,548573
2009-12-08 00:00:00,1.01432,1.03398,1850,1959,5493,1198,531250
2009-12-15 00:00:00,1.01233,0.934009,1720,2118,5510,1210,589930
2009-12-22 00:00:00,1.1180299999999999,1.08189,2134,2510,6741,1206,623077
2009-12-29 00:00:00,1.11806,1.0656299999999999,1995,2383,6387,1254,599366
2010-01-05 00:00:00,1.1093899999999999,1.13505,2627,3142,8473,1838,746485
2010-01-12 00:00:00,1.2434100000000001,1.2525600000000001,2953,3522,9347,1875,746230
2010-01-19 00:00:00,1.25726,1.2457,3044,3641,9684,1907,777397
2010-01-26 00:00:00,1.25734,1.2677399999999999,3226,3822,9904,1929,781234
2010-02-02 00:00:00,1.43414,1.43723,3451,4397,11020,1947,766753
2010-02-09 00:00:00,1.5183799999999998,1.53341,3927,4679,11807,1940,769982
2010-02-16 00:00:00,1.61617,1.69445,4416,5322,13336,1921,787038
2010-02-23 00:00:00,1.84378,1.9915,4598,4145,12079,1938,606527
2010-03-02 00:00:00,1.72535,1.81305,5045,4978,13997,1964,772016
2010-03-09 00:00:00,1.87923,2.0142599999999997,5060,5867,14958,1936,742606
2010-03-16 00:00:00,2.3371,2.5565900000000004,6300,7194,18022,1916,704923
2010-03-23 00:00:00,3.03533,3.38185,7295,7071,19899,1840,588406
2010-03-30 00:00:00,3.136,3.43172,7478,5764,20346,1887,592880
2010-04-06 00:00:00,2.53336,2.69151,6584,6342,20026,1923,744043
2010-04-13 00:00:00,2.91288,2.91063,6238,7773,20721,1921,711908
2010-04-20 00:00:00,3.4449699999999996,3.49232,7247,11243,26257,1964,751850
2010-04-27 00:00:00,4.16185,4.0037,8007,15291,31975,1947,798637
2010-05-04 00:00:00,4.55159,4.43534,8195,16366,34284,1970,772974
2010-05-11 00:00:00,4.46504,4.24215,8036,16516,34456,1961,812230
2010-05-18 00:00:00,4.55124,4.39719,8172,17493,36567,1910,831600
2010-05-25 00:00:00,4.0822,3.90256,7839,13718,31277,1908,801449
2010-06-01 00:00:00,3.38812,3.15073,6376,10496,24627,1860,781629
2010-06-08 00:00:00,2.99142,2.72422,5691,8427,20377,1829,747993
2010-06-15 00:00:00,2.61542,2.33336,5363,6702,17309,1823,741807
2010-06-22 00:00:00,2.09065,1.925,4400,5489,14031,1790,728883
2010-06-29 00:00:00,1.86146,1.75243,4189,5025,12957,1770,739375
2010-07-06 00:00:00,1.6137700000000001,1.57704,3701,4557,11498,1723,729089
2010-07-13 00:00:00,1.4219899999999999,1.35766,3164,3562,9391,1681,691707
2010-07-20 00:00:00,1.3382,1.31223,3139,3064,8695,1651,662612
2010-07-27 00:00:00,1.19995,1.14937,2895,2673,7830,1612,681240
2010-08-03 00:00:00,1.14889,1.1145100000000001,2532,2553,7307,1585,655627
2010-08-10 00:00:00,1.12194,1.10984,2551,2595,7236,1556,651983
2010-08-17 00:00:00,1.06712,1.0524,2353,2280,6530,1516,620485
2010-08-24 00:00:00,1.0505799999999998,1.03536,2213,2110,6072,1381,586460
2010-08-31 00:00:00,1.1520299999999999,1.1177700000000002,2249,1980,5946,1357,531954
2010-09-07 00:00:00,0.970975,0.982949,2040,1760,5547,1296,564322
2010-09-14 00:00:00,0.894683,0.9251940000000001,1812,1599,4989,1279,539238
2010-09-21 00:00:00,0.843568,0.8355309999999999,1604,1422,4448,1251,532356
2010-09-28 00:00:00,0.815409,0.832393,1472,1462,4218,1225,506732
2010-10-05 00:00:00,0.823052,0.855591,1423,1269,4009,1211,468565
2010-10-12 00:00:00,0.674635,0.7069489999999999,1255,1206,3721,1220,526346
2010-10-19 00:00:00,0.631883,0.694387,1243,1184,3597,1203,518011
2010-10-26 00:00:00,0.641513,0.687976,1251,1188,3538,1179,514262
2010-11-02 00:00:00,0.529813,0.6447430000000001,1088,1125,3202,1175,496632
2010-11-09 00:00:00,0.644089,0.67533,1207,1223,3523,1175,521671
2010-11-16 00:00:00,0.667718,0.72823,1342,1358,3874,1191,531975
2010-11-23 00:00:00,0.7056680000000001,0.8065260000000001,1505,1600,4444,1195,551005
2010-11-30 00:00:00,0.8041550000000001,0.860408,1528,1781,4717,1200,548228
2010-12-07 00:00:00,0.907804,0.936075,1622,1809,4813,1184,514168
2010-12-14 00:00:00,1.00555,0.966683,1788,2206,5567,1196,575887
2010-12-21 00:00:00,1.03601,0.996007,1816,2264,5822,1201,584534
2010-12-28 00:00:00,1.0758299999999998,1.10846,2248,2514,6708,1213,605162
2011-01-04 00:00:00,1.1609200000000002,1.20345,3106,3485,9365,1850,778182
2011-01-11 00:00:00,1.19785,1.23777,3317,3667,9803,1883,791987
2011-01-18 00:00:00,1.27926,1.2525899999999999,3324,3837,9958,1905,794995
2011-01-25 00:00:00,1.2919399999999999,1.30546,3453,4035,10298,1900,788840
2011-02-01 00:00:00,1.42824,1.45295,3634,4658,11396,1925,784334
2011-02-08 00:00:00,1.3980299999999999,1.44089,3949,4348,11496,1946,797839
2011-02-15 00:00:00,1.45831,1.46221,3923,4361,11721,1900,801594
2011-02-22 00:00:00,1.56548,1.65573,4125,3340,10377,1918,626731
2011-03-01 00:00:00,1.34313,1.4660600000000001,4237,3955,11479,1904,782984
2011-03-08 00:00:00,1.48139,1.51811,3995,4040,11187,1898,736905
2011-03-15 00:00:00,1.63398,1.66429,4579,4097,12137,1872,729258
2011-03-22 00:00:00,1.8312599999999999,1.85274,5016,3535,11958,1851,645424
2011-03-29 00:00:00,2.10451,2.12413,5243,3184,12356,1821,581697
2011-04-05 00:00:00,1.73625,1.76709,4514,3393,11992,1891,678631
2011-04-12 00:00:00,1.55066,1.5434,4059,3636,11543,1883,747894
2011-04-19 00:00:00,1.62891,1.64762,4364,4030,11939,1887,724623
2011-04-26 00:00:00,1.7603799999999998,1.6843,4766,4802,13209,1891,784244
2011-05-03 00:00:00,1.9272799999999999,1.8635400000000002,5218,5336,14448,1885,775298
2011-05-10 00:00:00,1.9199400000000002,1.86408,5028,5555,14624,1875,784516
2011-05-17 00:00:00,2.09951,2.01839,5277,5994,15929,1884,789193
2011-05-24 00:00:00,2.2397299999999998,2.10385,5246,5990,16137,1853,767022
2011-05-31 00:00:00,2.21921,2.09555,5219,6239,16518,1826,788242
2011-06-07 00:00:00,2.16693,2.10398,4811,6493,15763,1816,749198
2011-06-14 00:00:00,2.3891299999999998,2.2941,5175,6768,17150,1819,747570
2011-06-21 00:00:00,1.9646599999999999,1.9222299999999999,4422,5683,14524,1780,755579
2011-06-28 00:00:00,1.8422900000000002,1.74239,3807,5256,13017,1753,747079
2011-07-05 00:00:00,1.6867400000000001,1.6760099999999998,3582,4631,11930,1729,711808
2011-07-12 00:00:00,1.53136,1.49637,3253,4059,10732,1707,717202
2011-07-19 00:00:00,1.3791200000000001,1.38202,3001,4020,10123,1699,732480
2011-07-26 00:00:00,1.29515,1.28926,2638,3802,9370,1675,726772
2011-08-02 00:00:00,1.39521,1.3580299999999998,2509,3671,8999,1564,662649
2011-08-09 00:00:00,1.32522,1.30833,2524,3468,8576,1546,655492
2011-08-16 00:00:00,1.23059,1.26692,2465,3087,8062,1503,636347
2011-08-23 00:00:00,1.2302799999999998,1.27731,2545,3011,7878,1415,616765
2011-08-30 00:00:00,1.2687700000000002,1.2991,2480,2601,7153,1409,550614
2011-09-06 00:00:00,1.10782,1.16297,2336,2352,6765,1365,581700
2011-09-13 00:00:00,1.09559,1.08612,2231,2024,6133,1289,564670
2011-09-20 00:00:00,1.1103100000000001,1.0568,2259,1974,6048,1295,572296
2011-09-27 00:00:00,1.10616,1.07871,2168,1850,5786,1260,536380
2011-10-04 00:00:00,1.10816,1.04662,1911,1706,5291,1271,505533
2011-10-11 00:00:00,0.999444,0.9281520000000001,1913,1751,5185,1240,558637
2011-10-18 00:00:00,0.924199,0.9019360000000001,1818,1640,4931,1223,546713
2011-10-25 00:00:00,0.949257,0.915356,1752,1721,5103,1250,557488
2011-11-01 00:00:00,0.9789030000000001,0.952548,1728,1706,5159,1240,541600
2011-11-08 00:00:00,0.925024,0.9166610000000001,1660,1718,5026,1248,548294
2011-11-15 00:00:00,0.848456,0.9017870000000001,1721,1755,5051,1238,560110
2011-11-22 00:00:00,1.04451,1.03315,2098,2128,6141,1238,594395
2011-11-29 00:00:00,1.0986,1.0523799999999999,1958,2335,6318,1238,600354
2011-12-06 00:00:00,1.22071,1.12713,1886,2294,6296,1242,558585
2011-12-13 00:00:00,1.24976,1.1866,2176,2870,7382,1252,622114
2011-12-20 00:00:00,1.22892,1.21415,2295,2972,7656,1268,630563
2011-12-27 00:00:00,1.29393,1.2519799999999999,2421,2867,7807,1248,623572
2012-01-03 00:00:00,1.23034,1.20559,2773,3691,9395,1932,779285
2012-01-10 00:00:00,1.3278,1.31929,2960,4007,10158,1940,769959
2012-01-17 00:00:00,1.33995,1.3273700000000002,3202,4233,10585,1968,797444
2012-01-24 00:00:00,1.37842,1.3668799999999999,3346,4268,10913,1958,798388
2012-01-31 00:00:00,1.50085,1.50535,3326,4422,11061,1929,734781
2012-02-07 00:00:00,1.65163,1.61273,3733,5145,12674,1974,785871
2012-02-14 00:00:00,1.7674599999999998,1.7520799999999999,4034,5526,13623,1966,777534
2012-02-21 00:00:00,2.30609,2.33365,4651,5387,14650,1968,627772
2012-02-28 00:00:00,2.16324,2.2268,5102,7018,18521,2006,831730
2012-03-06 00:00:00,2.83038,2.97657,6486,10857,24877,2006,835762
2012-03-13 00:00:00,3.43761,3.62552,7446,12945,29432,1977,811800
2012-03-20 00:00:00,4.305540000000001,4.5532,8546,13971,34332,1908,754019
2012-03-27 00:00:00,6.06082,6.025980000000001,9709,11391,36588,1905,607171
2012-04-03 00:00:00,4.64931,4.96368,8444,9108,34103,1982,687051
2012-04-10 00:00:00,4.32584,4.69072,8297,13424,39896,1995,850531
2012-04-17 00:00:00,4.5111300000000005,4.7047300000000005,8633,15992,39441,2008,838326
2012-04-24 00:00:00,4.2171,4.1646,7441,13439,32426,1978,778610
2012-05-01 00:00:00,3.78956,3.6953300000000002,6609,12653,29808,1963,806640
2012-05-08 00:00:00,3.2920599999999998,3.2363,5757,10816,24987,1931,772086
2012-05-15 00:00:00,3.0197,2.8942099999999997,5289,9395,22321,1926,771229
2012-05-22 00:00:00,2.7149900000000002,2.71742,5099,8415,20519,1940,755092
2012-05-29 00:00:00,2.4845,2.52297,4633,7981,19231,1893,762238
2012-06-05 00:00:00,2.57808,2.55227,4791,7709,18829,1884,737736
2012-06-12 00:00:00,2.39237,2.43225,4480,7065,17392,1846,715059
2012-06-19 00:00:00,2.06778,2.10851,3957,6095,15254,1825,723449
2012-06-26 00:00:00,1.90281,1.94725,3830,5204,13714,1811,704276
2012-07-03 00:00:00,1.6590200000000002,1.74859,3516,4299,12273,1769,701881
2012-07-10 00:00:00,1.43006,1.4971299999999998,3110,3929,10818,1742,722583
2012-07-17 00:00:00,1.27757,1.32313,2707,3509,9188,1732,694415
2012-07-24 00:00:00,1.1900899999999999,1.2264700000000002,2588,3364,8589,1711,700300
2012-07-31 00:00:00,1.09556,1.19614,2439,3142,7986,1675,667648
2012-08-07 00:00:00,1.08589,1.19049,2422,2877,7704,1630,647130
2012-08-14 00:00:00,1.0734299999999999,1.17426,2431,2583,7317,1582,623114
2012-08-21 00:00:00,1.0167700000000002,1.13342,2230,2219,6589,1489,581338
2012-08-28 00:00:00,1.04847,1.14306,2109,2094,6190,1486,541528
2012-09-04 00:00:00,0.920349,1.00881,1983,1779,5638,1421,558875
2012-09-11 00:00:00,0.9207790000000001,1.02358,1969,1713,5539,1419,541138
2012-09-18 00:00:00,0.9043329999999999,1.00138,1877,1766,5474,1405,546643
2012-09-25 00:00:00,0.83057,0.9094979999999999,1703,1581,4915,1389,540408
2012-10-02 00:00:00,0.8628370000000001,0.950042,1594,1489,4506,1357,474295
2012-10-09 00:00:00,0.732182,0.829299,1576,1491,4510,1362,543833
2012-10-16 00:00:00,0.724558,0.802109,1432,1405,4186,1341,521874
2012-10-23 00:00:00,0.740848,0.806333,1416,1464,4233,1325,524969
2012-10-30 00:00:00,0.726037,0.796937,1216,1284,3886,1290,487617
2012-11-06 00:00:00,0.7556390000000001,0.7791359999999999,1367,1338,4075,1299,523015
2012-11-13 00:00:00,0.761847,0.797653,1364,1366,4168,1276,522533
2012-11-20 00:00:00,0.779896,0.825485,1331,1561,4317,1265,522965
2012-11-27 00:00:00,0.8991379999999999,0.9354690000000001,1499,1814,5053,1260,540157
2012-12-04 00:00:00,0.999524,1.04345,1681,2035,5626,1317,539175
2012-12-11 00:00:00,1.0558,1.09107,1926,2437,6374,1307,584196
2012-12-18 00:00:00,1.0967,1.20108,2175,2683,7110,1290,591969
2012-12-25 00:00:00,1.24709,1.26179,2393,2963,7963,1364,631088
2013-01-01 00:00:00,1.15746,1.13249,2974,3769,9677,1960,854487
2013-01-08 00:00:00,1.2718399999999999,1.2112100000000001,3276,3925,10420,1990,860298
2013-01-15 00:00:00,1.31623,1.25682,3483,3880,10658,2018,848016
2013-01-22 00:00:00,1.3744399999999999,1.37097,3930,4484,12036,2027,877917
2013-01-29 00:00:00,1.46781,1.42956,4045,4642,12502,2028,874537
2013-02-05 00:00:00,1.5834,1.53588,4434,5062,13498,2017,878845
2013-02-12 00:00:00,1.60253,1.60267,4643,5000,13927,2054,868987
2013-02-19 00:00:00,1.72344,1.7326700000000002,4835,5579,15168,2012,875411
2013-02-26 00:00:00,2.11076,2.09858,4937,4313,13975,2042,665926
2013-03-05 00:00:00,2.1708,2.21374,5549,6579,18920,2055,854664
2013-03-12 00:00:00,2.36971,2.4167400000000003,5501,7046,19398,2054,802651
2013-03-19 00:00:00,3.15997,3.03071,6555,8406,24697,2009,814891
2013-03-26 00:00:00,4.59053,4.38724,7814,7485,26988,2007,615148
2013-04-02 00:00:00,4.28195,4.2112,7488,6726,28654,2033,680424
2013-04-09 00:00:00,3.5628800000000003,3.4649199999999998,6233,7881,28147,2059,812343
2013-04-16 00:00:00,3.36378,3.3169800000000005,6007,9517,28370,2049,855297
2013-04-23 00:00:00,3.39659,3.2407,5878,8858,25502,2062,786928
2013-04-30 00:00:00,3.11922,2.88598,5133,8714,23484,2051,813726
2013-05-07 00:00:00,2.8357200000000002,2.6217200000000003,4729,7711,21085,2051,804244
2013-05-14 00:00:00,2.48484,2.3406700000000003,4210,6717,18195,2018,777340
2013-05-21 00:00:00,2.2741,2.12059,4250,6121,17234,2025,812700
2013-05-28 00:00:00,2.0724400000000003,1.91094,3953,5875,15914,1978,832786
2013-06-04 00:00:00,1.98207,1.9023,3775,5575,15044,1944,790831
2013-06-11 00:00:00,1.8244099999999999,1.7661900000000001,3616,5022,14024,1904,794024
2013-06-18 00:00:00,1.8203599999999998,1.85791,3798,5611,14926,1922,803374
2013-06-25 00:00:00,1.7539099999999999,1.8209400000000002,3523,5812,14661,1887,805133
2013-07-02 00:00:00,1.74542,1.83453,3582,5659,14637,1866,797863
2013-07-09 00:00:00,1.6723599999999998,1.75446,3574,5587,14206,1845,809707
2013-07-16 00:00:00,1.5165899999999999,1.51636,3130,4279,11723,1810,773101
2013-07-23 00:00:00,1.4477799999999998,1.40334,2846,3770,10814,1771,770592
2013-07-30 00:00:00,1.2902799999999999,1.2593,2501,3591,9648,1746,766139
2013-08-06 00:00:00,1.37388,1.32482,2789,3615,9775,1714,737834
2013-08-13 00:00:00,1.34208,1.27576,2544,3256,9033,1660,708049
2013-08-20 00:00:00,1.3456299999999999,1.29483,2733,3068,8797,1570,679395
2013-08-27 00:00:00,1.21291,1.2261,2528,2459,7658,1554,624582
2013-09-03 00:00:00,1.1929100000000001,1.1453799999999998,2383,2349,7229,1461,631143
2013-09-10 00:00:00,1.1414600000000001,1.0678,2227,2181,6783,1461,635233
2013-09-17 00:00:00,1.06503,1.07269,2159,2009,6369,1392,593740
2013-09-24 00:00:00,1.12669,1.01298,2049,1917,6038,1411,596063
2013-10-01 00:00:00,0.9473530000000001,0.994705,1865,1688,5352,1388,538049
2013-10-08 00:00:00,0.9441870000000001,0.880862,1758,1623,5295,1394,601116
2013-10-15 00:00:00,0.9348219999999999,0.858173,1582,1621,5083,1376,592305
2013-10-22 00:00:00,0.8173600000000001,0.8051520000000001,1455,1450,4765,1372,591814
2013-10-29 00:00:00,0.852792,0.8187810000000001,1450,1655,4942,1378,603580
2013-11-05 00:00:00,0.7469939999999999,0.7837350000000001,1460,1528,4744,1382,605307
2013-11-12 00:00:00,0.7610979999999999,0.8487030000000001,1528,1631,4980,1369,586778
2013-11-19 00:00:00,0.7676270000000001,0.8341459999999999,1569,1813,5305,1371,635980
2013-11-26 00:00:00,0.862176,0.9059809999999999,1684,2184,5799,1353,640080
2013-12-03 00:00:00,0.984907,1.04506,1753,2258,6050,1352,578913
2013-12-10 00:00:00,1.16287,1.16816,2300,3316,8130,1401,695966
2013-12-17 00:00:00,1.2273100000000001,1.27649,2535,3650,8888,1405,696282
2013-12-24 00:00:00,1.2071,1.29758,2522,3447,8874,1407,683887
2013-12-31 00:00:00,1.16191,1.20612,2958,3994,10150,1937,841540
2014-01-07 00:00:00,1.30905,1.32485,3055,4437,10977,1960,828544
2014-01-14 00:00:00,1.3707200000000002,1.41192,3442,4728,11941,2000,845727
2014-01-21 00:00:00,1.43373,1.42547,3455,4955,12292,2008,862314
2014-01-28 00:00:00,1.42791,1.43909,3632,5102,12313,2053,855608
2014-02-04 00:00:00,1.61605,1.61532,4277,5799,13853,2058,857601
2014-02-11 00:00:00,1.65976,1.6647299999999998,4424,5816,14062,1997,844700
2014-02-18 00:00:00,2.05459,2.0058,4740,7322,16674,2058,831289
2014-02-25 00:00:00,2.5354099999999997,2.62227,5432,6848,17602,2067,671251
2014-03-04 00:00:00,2.5425299999999997,2.6074900000000003,6185,9106,22905,2097,878430
2014-03-11 00:00:00,3.60563,3.4178,7424,13050,29172,2069,853532
2014-03-18 00:00:00,4.9097599999999995,4.46555,9270,16418,37382,2016,837119
2014-03-25 00:00:00,5.98221,6.11497,10363,13951,40533,1984,662849
2014-04-01 00:00:00,5.47421,5.3097900000000005,9732,9406,36891,1983,694773
2014-04-08 00:00:00,4.2137400000000005,4.0789800000000005,7160,9589,31483,1958,771835
2014-04-15 00:00:00,4.21022,3.93762,7044,11966,31204,1971,792459
2014-04-22 00:00:00,4.25968,4.15076,7840,13949,33221,1966,800359
2014-04-29 00:00:00,3.97761,3.87899,7118,13159,30621,1955,789407
2014-05-06 00:00:00,3.6344300000000005,3.4579400000000002,6656,12093,28151,1950,814097
2014-05-13 00:00:00,3.26527,3.06359,6429,10328,25218,1917,823153
2014-05-20 00:00:00,2.93083,2.82646,5537,8164,21109,1907,746836
2014-05-27 00:00:00,2.54474,2.3599,4823,7280,19178,1934,812660
2014-06-03 00:00:00,2.47227,2.33472,4639,7116,18441,1912,789858
2014-06-10 00:00:00,2.35665,2.21286,4710,6748,17833,1907,805881
2014-06-17 00:00:00,2.17008,2.07619,4559,6084,16695,1883,804117
2014-06-24 00:00:00,2.04297,2.01267,4418,6003,16122,1848,801027
2014-07-01 00:00:00,1.954,1.94192,4174,5623,14975,1819,771143
2014-07-08 00:00:00,1.7228700000000001,1.7480900000000001,3903,4634,13733,1820,785602
2014-07-15 00:00:00,1.53694,1.50367,3448,4214,12044,1813,800974
2014-07-22 00:00:00,1.38283,1.4349399999999999,3182,4011,10860,1768,756827
2014-07-29 00:00:00,1.46265,1.4567299999999999,3203,4280,11095,1753,761638
2014-08-05 00:00:00,1.38934,1.42836,3106,4079,10694,1735,748690
2014-08-12 00:00:00,1.3468,1.35297,2805,3641,9671,1688,714799
2014-08-19 00:00:00,1.25452,1.33093,2754,3296,9024,1622,678023
2014-08-26 00:00:00,1.21636,1.2842200000000001,2593,2714,7913,1579,616171
2014-09-02 00:00:00,1.16734,1.13889,2211,2345,6946,1505,609891
2014-09-09 00:00:00,1.04654,1.10343,2109,2284,6744,1455,611184
2014-09-16 00:00:00,0.9436610000000001,0.9707479999999999,1734,2046,5850,1459,602628
2014-09-23 00:00:00,0.9350459999999999,0.9986809999999999,1897,1921,5913,1445,592081
2014-09-30 00:00:00,0.9347260000000001,0.978057,1678,1701,5232,1417,534938
2014-10-07 00:00:00,0.864118,0.866431,1546,1675,5116,1428,590468
2014-10-14 00:00:00,0.806535,0.827757,1487,1609,4870,1411,588337
2014-10-21 00:00:00,0.742747,0.7975720000000001,1383,1498,4626,1401,580010
2014-10-28 00:00:00,0.737859,0.811221,1415,1459,4605,1352,567663
2014-11-04 00:00:00,0.743224,0.8211649999999999,1392,1590,4753,1364,578812
2014-11-11 00:00:00,0.805251,0.819435,1330,1667,4750,1340,579668
2014-11-18 00:00:00,0.816943,0.8480409999999999,1429,1815,5173,1356,609994
2014-11-25 00:00:00,0.8145180000000001,0.888524,1687,2033,5648,1362,635661
2014-12-02 00:00:00,0.86067,0.9628260000000001,1636,2292,5963,1354,619323
2014-12-09 00:00:00,0.886704,1.02252,1714,2169,5970,1349,583853
2014-12-16 00:00:00,1.00845,1.08392,1993,2744,7062,1369,651524
2014-12-23 00:00:00,1.06625,1.17724,2178,2947,7704,1367,654414
2014-12-30 00:00:00,1.05995,1.1716,2170,2746,7626,1332,650904
2015-01-06 00:00:00,1.22559,1.24325,2849,3693,10049,1963,808287
2015-01-13 00:00:00,1.31066,1.3234,3016,4007,10715,1976,809660
2015-01-20 00:00:00,1.3711,1.40399,3263,4360,11584,1995,825079
2015-01-27 00:00:00,1.39171,1.37629,3141,4148,11164,1999,811165
2015-02-03 00:00:00,1.4371200000000002,1.46866,3563,4783,12423,2048,845875
2015-02-10 00:00:00,1.50165,1.5330000000000001,3746,4725,12676,2028,826877
2015-02-17 00:00:00,1.59805,1.6084100000000001,3960,5076,13484,2023,838344
2015-02-24 00:00:00,1.89668,1.90047,3974,4073,12158,2000,639738
2015-03-03 00:00:00,1.6772799999999999,1.73645,4469,5076,14617,2040,841777
2015-03-10 00:00:00,1.7829599999999999,1.81945,4575,5384,14986,2020,823657
2015-03-17 00:00:00,1.87336,1.9657099999999998,5135,5105,15396,2000,783227
2015-03-24 00:00:00,2.3214799999999998,2.42021,5377,4317,14839,1978,613128
2015-03-31 00:00:00,2.40991,2.41083,5700,4011,15679,1949,650356
2015-04-07 00:00:00,1.94328,1.98859,4775,4494,15654,2004,787192
2015-04-14 00:00:00,1.99796,1.98985,4574,5362,15517,2005,779809
2015-04-21 00:00:00,2.11829,2.1071,4804,5380,15661,2008,743249
2015-04-28 00:00:00,2.2511200000000002,2.19256,5088,6882,18143,2026,827482
2015-05-05 00:00:00,2.3711599999999997,2.3001400000000003,5135,7353,18944,2007,823602
2015-05-12 00:00:00,2.80035,2.6757400000000002,5645,8434,21774,2000,813755
2015-05-19 00:00:00,3.16475,3.02427,5997,9325,24681,1993,816098
2015-05-26 00:00:00,3.15183,3.11328,6299,10127,26423,1956,848718
2015-06-02 00:00:00,3.3321,3.3278800000000004,6619,11415,28468,1952,855439
2015-06-09 00:00:00,3.5602400000000003,3.5918,6660,11856,30481,1922,848628
2015-06-16 00:00:00,3.05479,3.09262,5574,9334,24894,1898,804948
2015-06-23 00:00:00,2.7673200000000002,2.78803,5187,8489,21940,1900,786936
2015-06-30 00:00:00,2.44161,2.52371,4581,7392,19603,1832,776752
2015-07-07 00:00:00,2.03348,2.12928,3707,6403,16769,1813,787543
